job_role,course_name,course_link,difficulty_level,category,job_role_encoded,course_name_encoded,category_encoded
Biometric Hardware Engineer,Image Processing and Analysis for Biometrics,https://www.udemy.com/topic/image-processing/,Intermediate,Image Processing,100,582,350
Biometric Systems Engineer,Image Processing and Analysis for Life Scientists,https://www.edx.org/course/image-processing-and-analysis-for-life-scientists,Intermediate,Image Processing,101,583,350
Blockchain Data Storage Specialist,Solidity and Smart Contracts for Blockchain Development,https://www.udemy.com/topic/solidity/,Intermediate,Blockchain Development,102,1049,52
Blockchain Data Storage Specialist,Cloud Computing for Blockchain Data Storage,https://www.aws.training/learning-paths/cloud-computing,Intermediate,Cloud Computing,102,292,66
Blockchain Database Specialist,Blockchain and Database Security,https://www.coursera.org/learn/blockchain-security,Advanced,Blockchain Security,103,179,53
Blockchain Database Specialist,Hyperledger Fabric Fundamentals,https://cognitiveclass.ai/courses/hyperledger-fabric-fundamentals,Intermediate,Blockchain Development,103,567,52
Blockchain Developer,Ethereum and Solidity: The Complete Developer's Guide,https://www.udemy.com/course/ethereum-and-solidity-the-complete-developers-guide/,Intermediate,Blockchain Development,104,451,52
Blockchain Developer,Decentralized Applications (dApps) Development,https://www.buildspace.so/,Advanced,Blockchain Development,104,378,52
Blockchain Protocol Developer,Decentralized Finance (DeFi) Development,https://www.buildspace.so/p/defi-bootcamp,Advanced,Blockchain Development,105,379,52
Blockchain Security Penetration Tester,Ethereum Smart Contract Security Best Practices,https://consensys.net/academy/courses/ethereum-smart-contract-security-best-practices/,Advanced,Smart Contract Security,106,450,503
Blockchain Smart Contract Auditor,Secureum Bootcamp - Security Engineering & Auditing,https://secureum.xyz/bootcamp,Intermediate,Blockchain Security,107,1009,53
Blockchain Smart Contract Auditor,OpenZeppelin Security Audits,https://openzeppelin.com/security-audits,Advanced,Blockchain Security,107,895,53
Blockchain-Based Intellectual Property Manager,NFT Fundamentals,https://www.udemy.com/course/nft-fundamentals/,Beginner,Blockchain/NFT,108,847,57
Blockchain-Powered Network Security Engineer,Blockchain Fundamentals,https://www.coursera.org/learn/blockchain-basics,Beginner,Blockchain,109,177,50
Blockchain-Powered Network Security Engineer,Network Security Fundamentals,https://www.cybrary.it/course/comptia-security/,Beginner,Network Security,109,873,418
Blue Team Specialist,Splunk Fundamentals 1,https://www.splunk.com/en_us/training/courses/splunk-fundamentals-1.html,Beginner,Security Information and Event Management (SIEM),110,1057,497
Blue Team Specialist,Blue Team Fundamentals: Security Operations and Analysis,https://www.sans.org/cyber-security-courses/blue-team-fundamentals-security-operations-analysis/,Intermediate,"Cybersecurity, Incident Response",110,182,154
Brain-Computer Interface Engineer,Human-Computer Interaction,https://www.interaction-design.org/literature/article/5-great-online-resources-to-learn-human-computer-interaction,Intermediate,Human-Computer Interaction,111,564,346
Brainwave Authentication Engineer,Signal Processing and Feature Extraction for EEG,https://www.udemy.com/topic/signal-processing/,Intermediate,Signal Processing,112,1034,499
Brainwave Authentication Engineer,Human-Computer Interaction (HCI),https://www.interaction-design.org/literature/article/5-great-online-resources-for-learning-human-computer-interaction,Intermediate,User Interface/User Experience,112,565,563
Browser Extension Developer,Browser Extensions: Getting Started,https://developer.chrome.com/docs/extensions/mv3/getstarted/,Beginner,Web Development,113,183,578
Browser Extension Developer,Manifest V3 Migration Guide,https://developer.chrome.com/docs/extensions/mv3/mv3-migration/,Intermediate,Web Development,113,757,578
Browser Extension Developer,Advanced Topics in Chrome Extension Development,https://developer.chrome.com/docs/extensions/reference/,Advanced,Web Development,113,94,578
Browser Extension Developer,Asynchronous JavaScript for Browser Extensions,https://www.udemy.com/course/understand-javascript/,Intermediate,Web Development,113,144,578
Browser Security Engineer,Understanding and Mitigating Cross-Site Scripting (XSS),https://owasp.org/www-community/attacks/xss/,Intermediate,Web Security,114,1132,597
Bug Bounty Hunter,Hacker101,https://www.hacker101.com/,Beginner to Intermediate,Web Security,115,538,597
Business Intelligence Developer,Data Warehousing and Business Intelligence,https://www.coursera.org/specializations/data-warehousing,Intermediate,Data Warehousing,116,373,222
Business Intelligence Developer,The Ultimate Hands-On Microsoft SQL Server Bootcamp,https://www.udemy.com/course/the-complete-sql-bootcamp/,Intermediate,Database Management,116,1112,231
Business Intelligence Developer,Tableau A-Z: Hands-On Tableau Training for Data Science,https://www.udemy.com/course/tableau10/,Beginner,Data Visualization,116,1075,220
Business Intelligence Developer,Learn SQL Basics for Data Science Specialization,https://www.coursera.org/specializations/learn-sql-basics-data-science,Beginner,Databases,116,717,238
CI/CD Reliability Engineer,AZ-305: Designing Microsoft Azure Infrastructure Solutions,https://www.pluralsight.com/courses/az-305-designing-microsoft-azure-infrastructure-solutions,Advanced,Infrastructure,117,41,355
Causal Inference Data Scientist,Causal Inference,https://www.coursera.org/learn/causal-inference,Intermediate,Data Science,118,257,202
Causal Inference Data Scientist,Introduction to Causal Inference,https://www.bradyneal.com/causal-inference-course,Intermediate,Data Science,118,618,202
Causal Inference Data Scientist,A Crash Course in Causality:  Inferring Causal Effects from Observational Data,https://www.coursera.org/learn/crash-course-in-causality,Intermediate,Data Science,118,4,202
Chaos Engineer,Principles of Chaos Engineering,https://principlesofchaos.org/,Beginner,Chaos Engineering,119,932,60
Chaos Engineer,Advanced Chaos Experiments with Chaos Mesh,https://chaos-mesh.org/docs/,Advanced,Chaos Engineering/Kubernetes,119,60,61
Chip Verification Engineer,Formal Verification: An Introduction,https://verificationacademy.com/topics/formal-verification,Intermediate,Chip Verification,120,473,64
Chip Verification Engineer,UVM Methodology Cookbook,https://verificationacademy.com/cookbook,Intermediate,Hardware Verification,120,1126,342
Cloud Application Developer,AWS Certified Developer - Associate,https://aws.amazon.com/certification/certified-developer-associate/,Intermediate,Cloud Computing,121,29,66
Cloud Compliance Engineer,CompTIA Cloud+,https://www.comptia.org/certifications/cloud,Intermediate,Cloud Computing/Compliance,122,306,85
Cloud Cost Optimization Engineer,AWS Cost Optimization Deep Dive,https://www.pluralsight.com/courses/aws-cost-optimization-deep-dive,Intermediate,Cloud Computing,123,37,66
Cloud Cost Optimization Engineer,Architecting for Cost Optimization on AWS,https://www.aws.training/Details/eLearning?id=62844,Intermediate,Cloud Computing,123,136,66
Cloud Data Lake Engineer,Azure Data Lake Storage Gen2,https://learn.microsoft.com/en-us/training/modules/intro-to-azure-data-lake-storage/,Intermediate,Cloud Computing/Data Engineering,124,158,86
Cloud Data Lake Engineer,Apache Spark for Data Lake Analytics,https://cognitiveclass.ai/courses/big-data-analytics-using-spark,Intermediate,Big Data/Data Engineering,124,127,42
Cloud Data Mesh Architect,Building a Data Mesh Architecture on AWS,https://www.aws.training/Details/eLearning?id=63488,Intermediate,"Cloud Computing, Data Architecture",125,225,78
Cloud Database Engineer,Microsoft Azure Database Administrator Associate,https://learn.microsoft.com/en-us/certifications/azure-database-administrator-associate/,Intermediate,Cloud Computing,126,791,66
Cloud Disaster Recovery Specialist,"Disaster Recovery: Plan, Configure, and Test in AWS",https://www.cloudacademy.com/course/disaster-recovery-plan-configure-and-test-in-aws-1409/,Intermediate,Cloud Computing (AWS),127,421,68
Cloud Disaster Recovery Specialist,Certified Business Continuity Professional (CBCP),https://drii.org/certification/cbcp-certification/,Advanced,Business Continuity & Disaster Recovery,127,258,58
Cloud Disaster Recovery Specialist,Associate Business Continuity Professional (ABCP),https://drii.org/certification/abcp-certification/,Intermediate,Business Continuity & Disaster Recovery,127,142,58
Cloud Engineer,Google Cloud Certified Professional Cloud Architect,https://cloud.google.com/certification/cloud-architect,Advanced,Cloud Computing,128,515,66
Cloud Engineer,Microsoft Azure Architect Technologies,https://learn.microsoft.com/en-us/certifications/azure-solutions-architect/,Intermediate,Cloud Computing,128,789,66
Cloud Engineer,Kubernetes for the Absolute Beginners - Hands-on,https://www.udemy.com/course/kubernetes-for-the-absolute-beginners-hands-on/,Beginner,Cloud Computing,128,703,66
Cloud Engineer,Terraform: Up & Running,https://www.oreilly.com/library/view/terraform-up-running/9781492046899/,Intermediate,DevOps,128,1087,249
Cloud Engineer,Linux Administration Bootcamp: Go from Beginner to Advanced,https://www.udemy.com/course/linux-administration-bootcamp/,Intermediate,System Administration,128,732,535
Cloud Exit Strategist,AWS Cloud Practitioner Essentials,https://explore.skillbuilder.aws/learn/course/external/view/elearning/10998/aws-cloud-practitioner-essentials,Beginner,Cloud Computing,129,36,66
Cloud Exit Strategist,Cloud Migration Planning and Assessment,https://www.cloudacademy.com/course/planning-cloud-migration/,Intermediate,Cloud Migration,129,297,99
Cloud Exit Strategist,Microsoft Azure Fundamentals,https://learn.microsoft.com/en-us/certifications/azure-fundamentals/,Beginner,Cloud Computing,129,793,66
Cloud FinOps Specialist,AWS Well Architectured Labs- Cost Optimization,https://wellarchitectedlabs.com/cost-optimization/,Intermediate,Cloud Computing / FinOps,130,40,72
Cloud FinOps Specialist,Microsoft Azure Solutions Architect: Design for Cost Optimization,https://www.pluralsight.com/courses/microsoft-azure-solutions-architect-design-cost-optimization,Intermediate,Cloud Financial Management,130,797,97
Cloud Hardware Acceleration Engineer,Designing and Implementing Cloud-Based Hardware Accelerators,https://www.edx.org/learn/cloud-computing,Advanced,Cloud Computing,131,397,66
Cloud Hardware Acceleration Engineer,Designing and Implementing Cloud-Based FPGA Accelerators,https://www.aws.training/learning-paths/design-implement-cloud-fpga,Advanced,Cloud Computing,131,396,66
Cloud Hardware Acceleration Engineer,Fundamentals of Accelerated Computing with CUDA Python,https://www.nvidia.com/en-us/training/instructor-led-workshops/fundamentals-of-accelerated-computing-with-cuda-python/,Intermediate,Hardware Acceleration,131,479,338
Cloud Hardware Acceleration Engineer,Hardware Acceleration with FPGAs and SoCs,https://www.intel.com/content/www/us/en/programmable/support/training/course/fpga-online-training.html,Advanced,FPGA Development,131,543,302
Cloud Hardware Acceleration Engineer,Advanced Topics in Computer Architecture,https://ocw.mit.edu/courses/6-823-computer-system-architecture-fall-2005/,Advanced,Computer Architecture,131,95,116
Cloud Load Balancing Engineer,Nginx Fundamentals,https://www.nginx.com/resources/training/,Beginner,Web Server Administration,132,881,598
Cloud Load Balancing Engineer,Microsoft Azure Architect Technologies (AZ-305),https://learn.microsoft.com/en-us/certifications/exams/az-305,Intermediate,Cloud Computing,132,790,66
Cloud Migration Engineer,Cloud Migration Strategies,https://www.pluralsight.com/courses/cloud-migration-strategies,Advanced,Cloud Computing,133,298,66
Cloud Migration Specialist,Cloud Migrations: Executive Briefing,https://www.pluralsight.com/courses/cloud-migrations-executive-briefing,Beginner,Cloud Computing,134,299,66
Cloud Migration Specialist,Migrating Physical and Virtual Servers to Microsoft Azure,https://www.pluralsight.com/courses/microsoft-azure-migrating-physical-virtual-servers-update,Intermediate,Cloud Computing,134,808,66
Cloud Monitoring Specialist,Microsoft Azure Solutions Architect: Implement a Cloud Infrastructure Monitoring Strategy,https://www.pluralsight.com/courses/microsoft-azure-solutions-architect-implement-cloud-infrastructure-monitoring-strategy,Advanced,Cloud Monitoring,135,798,100
Cloud Networking Engineer,Architecting with Google Compute Engine,https://cloud.google.com/training/course/architecting-with-google-compute-engine,Intermediate,Cloud Computing,136,138,66
Cloud Networking Engineer,AWS Certified Advanced Networking - Specialty,https://aws.amazon.com/certification/certified-advanced-networking-specialty/,Advanced,Cloud Computing,136,23,66
Cloud Networking Engineer,Networking in Google Cloud Platform,https://cloud.google.com/training/course/networking-gcp,Intermediate,Cloud Networking,136,877,102
Cloud Orchestration Engineer,Terraform Certified Associate,https://www.udemy.com/course/terraform-certified/,Intermediate,Cloud Computing/Infrastructure as Code,137,1085,91
Cloud Patch Management Engineer,IT Security Champion: Patch Management,https://www.pluralsight.com/courses/it-sec-champ-patch-mgmt,Beginner,Cybersecurity/Patch Management,138,575,174
